date,ret_mlp-256-128-64-32_bin1,ret_mlp-256-128-64-32_bin2,ret_mlp-256-128-64-32_bin3,ret_mlp-256-128-64-32_bin4,ret_mlp-256-128-64-32_bin5,ret_mlp-256-128-64-32_binLS,ret_mlp-512-256-128-64-32_bin1,ret_mlp-512-256-128-64-32_bin2,ret_mlp-512-256-128-64-32_bin3,ret_mlp-512-256-128-64-32_bin4,ret_mlp-512-256-128-64-32_bin5,ret_mlp-512-256-128-64-32_binLS,ret_mlp-64-32_bin1,ret_mlp-64-32_bin2,ret_mlp-64-32_bin3,ret_mlp-64-32_bin4,ret_mlp-64-32_bin5,ret_mlp-64-32_binLS,ret_mlp-32-16-8_bin1,ret_mlp-32-16-8_bin2,ret_mlp-32-16-8_bin3,ret_mlp-32-16-8_bin4,ret_mlp-32-16-8_bin5,ret_mlp-32-16-8_binLS,ret_mlp-128-64-32_bin1,ret_mlp-128-64-32_bin2,ret_mlp-128-64-32_bin3,ret_mlp-128-64-32_bin4,ret_mlp-128-64-32_bin5,ret_mlp-128-64-32_binLS,ret_OLS_bin1,ret_OLS_bin2,ret_OLS_bin3,ret_OLS_bin4,ret_OLS_bin5,ret_OLS_binLS,ret_Lasso_bin1,ret_Lasso_bin2,ret_Lasso_bin3,ret_Lasso_bin4,ret_Lasso_bin5,ret_Lasso_binLS,ret_Ridge_bin1,ret_Ridge_bin2,ret_Ridge_bin3,ret_Ridge_bin4,ret_Ridge_bin5,ret_Ridge_binLS,ret_LassoCV_bin1,ret_LassoCV_bin2,ret_LassoCV_bin3,ret_LassoCV_bin4,ret_LassoCV_bin5,ret_LassoCV_binLS,ret_RidgeCV_bin1,ret_RidgeCV_bin2,ret_RidgeCV_bin3,ret_RidgeCV_bin4,ret_RidgeCV_bin5,ret_RidgeCV_binLS,ret_hgbr_bin1,ret_hgbr_bin2,ret_hgbr_bin3,ret_hgbr_bin4,ret_hgbr_bin5,ret_hgbr_binLS
2000-01-28,-0.02260426127415891,-0.02136388403722262,0.035489204008589834,0.10223579098067287,0.18509971776504297,0.20770397903920187,-0.01970959842519685,-0.012606052970651397,0.0321050901932713,0.09703555332856122,0.18202937750716333,0.20173897593236018,-0.022321430923407302,-0.014392639942734433,0.03585590837508948,0.09815032784538295,0.18156186962750717,0.20388330055091447,-0.012871405153901215,-0.0008070021474588403,0.021863699355762347,0.09917304151753757,0.17148849068767907,0.1843598958415803,-0.025129425196850394,-0.012846507516105941,0.024765771653543305,0.10239340515390122,0.18967659957020055,0.21480602476705096,-0.029375979957050824,-0.0109437287043665,0.027368967788117395,0.08719639942734432,0.20462488538681947,0.2340008653438703,0.004101544241573034,-0.03211897571228398,0.09851897653958945,0.11455550035945362,0.16773180534918275,0.16363026110760973,-0.029375979957050824,-0.0109437287043665,0.027368967788117395,0.08719639942734432,0.20462488538681947,0.2340008653438703,-0.02685995275590551,-0.012941683607730852,0.025979319971367213,0.09113979670722977,0.20155086318051577,0.22841081593642126,-0.029365959198282034,-0.010953749463135291,0.027368967788117395,0.08719639942734432,0.20462488538681947,0.2339908445851015,-0.051786899069434504,-0.0004374910522548316,0.044818310665712235,0.09104365926986399,0.1952262363896848,0.24701313545911932
2000-02-28,0.2490295968436155,0.18001892467718794,0.07693191893830703,0.030682085365853658,0.1338255530846485,-0.115204043758967,0.2985605903873745,0.11619755523672883,0.05921752223816356,0.04546645695839311,0.15104595408895266,-0.14751463629842182,0.25488143902439026,0.10417135936507937,,0.07558600872093023,0.12425474390243903,-0.13062669512195124,0.25473039526542324,0.14951455800653596,0.09581924411764707,0.05700750645624103,0.07281747919655666,-0.18191291606886656,0.3263233299856528,0.1392877424677188,0.05159781133428982,0.033278682209469154,0.12000051291248208,-0.20632281707317068,0.1478721076040172,0.11498307460545194,0.08154149210903874,0.08996361979913917,0.23612778479196556,0.08825567718794836,0.02045401294117647,0.17308813433772757,0.07675095993589744,,0.36629023370025404,0.34583622075907755,0.1478721076040172,0.11498307460545194,0.08154149210903874,0.08996361979913917,0.23612778479196556,0.08825567718794836,0.15260197345767576,0.11124890889526544,0.08816420301291247,0.0805341449067432,0.23793884863701578,0.08533687517934002,0.1478721076040172,0.11498307460545194,0.08154149210903874,0.08996361979913917,0.23612778479196556,0.08825567718794836,0.23880716571018654,0.10515272596843615,0.05467667001434721,0.07570625896700144,0.19614525824964132,-0.04266190746054521
2000-03-28,0.00969323249097473,0.016722914141414143,-0.007168950902527075,-0.010298591630591632,-0.008203462815884476,-0.017896695306859205,-0.004212886642599278,0.010853847041847041,0.014901838267148014,-0.022822681096681098,0.0020383039711191356,0.006251190613718414,0.005925490974729241,0.014360754689754689,0.015942136462093862,-0.016306757575757575,-0.019170439711191336,-0.025095930685920576,-0.009608365168539326,,-0.0003377818791946312,0.016750161616161618,0.008830194223826717,0.018438559392366043,-0.03425910902527076,0.006624042568542568,0.0043575162454873645,0.011380958874458873,0.012633371119133575,0.046892480144404336,-0.02865625198555957,0.0042813138528138535,0.020716836823104694,0.0053919884559884565,-0.0009910916967509021,0.027665160288808666,0.0018985665594855308,0.020797246794871795,,-0.0235228139625585,,,-0.02865625198555957,0.0042813138528138535,0.020716836823104694,0.0053919884559884565,-0.0009910916967509021,0.027665160288808666,-0.02863893140794224,0.004462023088023089,0.021468116245487365,0.003772895382395383,-0.00032026931407942195,0.028318662093862815,-0.02865625198555957,0.0042813138528138535,0.020716836823104694,0.0053919884559884565,-0.0009910916967509021,0.027665160288808666,0.023064824548736464,0.007377409812409814,0.02099236389891697,-0.0022050468975468975,-0.048483506137184114,-0.07154833068592058
2000-04-28,-0.16266146719538574,-0.05946547334293948,-0.07356846431146359,-0.0948493097982709,-0.09532262004325882,0.06733884715212692,-0.1956134448449892,-0.07723737536023055,-0.058728359048305694,-0.05907521397694525,-0.09522592069214131,0.10038752415284788,-0.11400897116077867,-0.08443522622478386,-0.08983409444844989,-0.09005415489913544,-0.10752034246575343,0.006488628695025242,-0.20380926063829788,-0.12009180924855492,-0.03345186301369863,-0.016488296109510085,-0.05958722278298487,0.144222037855313,-0.21572845710165825,-0.11976681772334294,-0.018076148521989906,-0.04498761167146974,-0.08730077289113194,0.1284276842105263,-0.22190110021629417,-0.12790793227665706,-0.057898403028118245,-0.03765771469740634,-0.04049407281903388,0.18140702739726028,-0.19175159741193387,-0.08107558030871924,-0.17395237400530503,-0.040703070588235295,-0.06676088018085909,0.12499071723107479,-0.22190110021629417,-0.12790793227665706,-0.057898403028118245,-0.03765771469740634,-0.04049407281903388,0.18140702739726028,-0.2234493547224225,-0.12680095965417867,-0.0561255140591204,-0.040152643371757925,-0.039329750540735404,0.1841196041816871,-0.22190110021629417,-0.12790793227665706,-0.057898403028118245,-0.03765771469740634,-0.04049407281903388,0.18140702739726028,-0.2107250295602019,-0.10408459726224785,-0.06589262076423937,-0.05856648703170029,-0.04659258976207642,0.16413243979812547
2000-05-28,-0.004936498561151079,-0.017560271942446044,-0.04203089856115108,-0.10989836978417267,-0.14434098920086394,-0.13940449063971286,-0.015260307913669065,-0.021130541007194244,-0.051199768345323735,-0.09328557841726619,-0.13788618862491,-0.12262588071124095,-0.02395173597122302,-0.020008484892086332,-0.05296603741007194,-0.09378726258992806,-0.128041781137509,-0.10409004516628598,-0.019813307913669063,-0.023797458273381294,-0.06356595899280576,-0.0793674417266187,-0.13221413678905686,-0.1124008288753878,-0.03870650935251799,-0.017851372955288988,-0.058034963002114165,-0.08641960143884891,-0.13058030309575233,-0.09187379374323434,-0.13971274748201437,-0.06227026762589928,-0.03816244604316547,-0.03203698057553957,-0.04651420734341252,0.09319854013860185,-0.15295051746258018,-0.0485987370049505,-0.041464431239388796,-0.03921012294697325,-0.02804319001610306,0.12490732744647712,-0.13971274748201437,-0.06227026762589928,-0.03816244604316547,-0.03203698057553957,-0.04651420734341252,0.09319854013860185,-0.1429358748201439,-0.06204308273381295,-0.03760013741007194,-0.03303154316546763,-0.04308354283657308,0.09985233198357081,-0.13971274748201437,-0.06227026762589928,-0.0383729726618705,-0.03182645395683453,-0.04651420734341252,0.09319854013860185,0.008624011510791367,-0.007827402877697842,-0.034737616546762586,-0.11328056330935252,-0.17156504247660187,-0.18018905398739324
2000-06-28,0.043758480894015864,0.0416254816149964,0.07133829776496034,0.09780810382119683,0.163752284992785,0.11999380409876913,0.16785976928622928,0.05109702523431867,0.05700728911319394,0.060141343907714494,0.08211836507936507,-0.08574140420686421,0.10545597981254506,0.08226560346070656,0.05742492357606345,0.05809319466474405,0.11500780375180375,0.009551823939258686,0.10582830930064888,0.03203102451333814,0.042618299206921416,0.09190722062004325,0.14588491341991341,0.04005660411926454,0.1606184044700793,0.029000482335976928,0.05514712833453497,0.0787298882480173,0.09473698701298701,-0.06588141745709229,0.10145222638788752,0.09173899495313627,0.06581166762797404,0.06664092645998558,0.09258752525252525,-0.008864701135362266,0.17127347116007777,0.034129225880551305,0.07329593391250389,,0.040503192575406036,-0.13077027858467172,0.10145222638788752,0.09173899495313627,0.06581166762797404,0.06664092645998558,0.09258752525252525,-0.008864701135362266,0.10394049459264601,0.09388107858687815,0.0641720987743331,0.0655693871665465,0.09066689682539683,-0.013273597767249179,0.10145222638788752,0.09173899495313627,0.06581166762797404,0.0669000879596251,0.09232817676767677,-0.009124049620210753,0.1250355803893295,0.08037234246575342,0.052552044700793075,0.0639846496034607,0.0962893924963925,-0.028746187892936995
2000-07-28,0.002673795180722891,-0.0014092215657311668,0.004834882054992764,-0.043691808387563265,-0.08241320405209841,-0.0850869992328213,-0.001983167149059335,0.009249337671728128,-0.009921505788712011,-0.042897484454085325,-0.07437534587554269,-0.07239217872648336,0.010365009406657019,0.004553218365871294,-0.0055465405209840805,-0.03958193275488069,-0.08971692112879885,-0.10008193053545587,0.005832725759768452,0.009508489515545913,-0.0008633979739507964,-0.04425825885755604,-0.09014692691751086,-0.09597965267727931,-0.005942825615050651,0.015800274765003616,0.0008759963820549929,-0.054356955169920465,-0.07630110419681621,-0.07035827858176556,-0.025390926193921852,-0.0003429060014461314,-0.005345247467438495,-0.04108685249457701,-0.0477566027496382,-0.02236567655571635,0.00779039611790079,-0.01818430507246377,,-0.025498285097192222,-0.06633018513119533,-0.07412058124909612,-0.025390926193921852,-0.0003429060014461314,-0.005345247467438495,-0.04108685249457701,-0.0477566027496382,-0.02236567655571635,-0.024789072358900148,-0.001353000723065799,-0.007332959479015919,-0.039513761388286335,-0.0469341483357453,-0.022145075976845154,-0.025390926193921852,-0.0003429060014461314,-0.005345247467438495,-0.04108685249457701,-0.0477566027496382,-0.02236567655571635,-0.022982591895803185,-0.013479760665220535,-0.027907707670043417,-0.013755647866955894,-0.041807097684515196,-0.01882450578871201
2000-08-28,0.04541069703543022,0.05668088358640636,0.06461005639913232,0.06472881561822126,0.09635541359363702,0.050944716558206794,0.062433472885032544,0.051378150392017104,0.05572723771093177,0.0680361424439624,0.09027375632682574,0.0278402834417932,0.05137933477946493,0.05067472595806218,0.06459407736804049,0.06897194866232827,0.0921657794649313,0.040786444685466376,0.07765335647143891,0.0485477093275488,0.06163412581344903,0.05908397686189443,0.08086669775849603,0.0032133412870571226,0.09620944323933478,0.052224988771929826,0.049002858314690534,0.05211327982646421,0.07813744396240058,-0.018071999276934203,0.061017889370932755,0.059208747650036156,0.05596153362255965,0.06015974258857556,0.09143795300072308,0.03042006362979032,0.06277625160370634,0.08907251326164875,0.06962644226415095,0.030135547967479675,0.0445459882629108,-0.01823026334079554,0.061017889370932755,0.059208747650036156,0.05596153362255965,0.06015974258857556,0.09143795300072308,0.03042006362979032,0.06204153362255966,0.05806057266811279,0.056780568329718,0.06251999132321041,0.08838320028922632,0.02634166666666666,0.061017889370932755,0.059208747650036156,0.05596153362255965,0.06067044107013738,0.09092725451916124,0.029909365148228485,0.04138206652205351,0.061006491684743314,0.06751400939985538,0.07013616847433117,0.08774713015184382,0.046365063629790315
2000-09-28,-0.0016643532804614268,-0.016579628962536022,-0.0277952060518732,-0.06016781844380404,-0.10171523359769286,-0.10005088031723143,8.24001441961071e-05,-0.0113158825648415,-0.028453031700288182,-0.06221726368876081,-0.1060203056957462,-0.10610270583994232,-0.002479519826964671,-0.017480329971181558,-0.0344185439481268,-0.05815011239193084,-0.09538976423936553,-0.09291024441240085,-0.006068289834174477,-0.00646739553314121,-0.020652002161383284,-0.0605243371757925,-0.11422239942321558,-0.10815410958904109,0.010500272530641673,-0.013875667146974061,-0.031867595821325645,-0.06281468371757924,-0.10986167123287671,-0.12036194376351839,-0.03548169430425378,-0.031543580691642654,-0.032816817002881846,-0.05284483069164265,-0.055226188175919254,-0.01974449387166547,-0.029830796506550218,-0.08426928842504744,-0.015013940085592013,-0.08234456259314457,-0.03210915323166304,-0.0022783567251128192,-0.03548169430425378,-0.031543580691642654,-0.032816817002881846,-0.05284483069164265,-0.055226188175919254,-0.01974449387166547,-0.03560480028839221,-0.03126256195965418,-0.0347986469740634,-0.05111527521613833,-0.05513184715212689,-0.01952704686373468,-0.03548169430425378,-0.031543580691642654,-0.032816817002881846,-0.05284483069164265,-0.055226188175919254,-0.01974449387166547,-0.0051869199711607784,0.008233514409221904,-0.03720622622478387,-0.06852742219020173,-0.10524026387887526,-0.10005334390771449
2000-10-28,-0.055770271604938276,-0.03944028249818446,-0.04893288235294117,-0.0737677327523602,-0.13477785537790699,-0.07900758377296871,-0.10537678794480755,-0.06635335875090778,-0.044444043572984746,-0.046000868554829336,-0.0904817972383721,0.014894990706435449,-0.07595410021786493,-0.036393418419144306,-0.052699458909090904,-0.07488972476397968,-0.1127600159883721,-0.03680591577050717,-0.07781535511982571,-0.058510531590413944,-0.05249544072524407,-0.04627367993366501,-0.11408178851744186,-0.03626643339761615,-0.07820581917211329,-0.035831598039215685,-0.05212270996732026,-0.07441107915758896,-0.11391278924418605,-0.035706970072072755,-0.09833826289034132,-0.07875892810457516,-0.05652061437908497,-0.05285729920116195,-0.06616409156976745,0.032174171320573874,-0.09470957346278316,-0.12196858759124088,-0.043467171186440674,-0.09064107818930041,-0.034763138360175694,0.05994643510260747,-0.09833826289034132,-0.07875892810457516,-0.05652061437908497,-0.05285729920116195,-0.06616409156976745,0.032174171320573874,-0.09692640813362383,-0.08123422585330428,-0.05539788598402324,-0.05183038634713144,-0.06725107921511628,0.02967532891850755,-0.09833826289034132,-0.07875892810457516,-0.05652061437908497,-0.05285729920116195,-0.06616409156976745,0.032174171320573874,-0.10495398474945533,-0.06469744662309368,-0.026857762527233115,-0.02926822149600581,-0.12690589244186049,-0.021951907692405154
